Дней с продажи	Статус клиента	Уровень клиента	Активность клиента	Тип клиента	Последняя покупка	LTV выручка	Периодичность покупок, д. (пп)	Кол-во покупок (пп)	Покупатель	Client_ID	Первая покупка	LTV валовая прибыль	Группа любимых категорий (лк)	Всего любимых категорий (лк)	Самая любимая категория (лк)	Средний чек (пп)	Выручка (пп)	% ВП (пп)	Валовая прибыль (пп)	% редких	Класс редкости
149	4. Потерянный клиент	3. Перспективный	2. Приостановленный	Известный клиент	04.08.2022	31199,650000000016	89	2	"ООО ""Густое предложение"" ИНН 19278955551"	CL_10671	16.10.2021	13143,499370243046	Основы-холст на подрамнике-Базовый | Подрамники, рамы-Подрамники | Живопись-Акрил стандарт - System3 DR туба	3	Основы-холст на подрамнике-Базовый	13028	26055	0,402	10461,589370243046	0,09523809523809523	1. Стандартный
48	2. Рабочий клиент	2. Важный	1. Действующий	Известный клиент	13.11.2022	134439,55	48	6	"ООО ""Чай"" ИНН 48132836499"	CL_10681	16.10.2021	66816,45094371786	Живопись-Акрил стандарт - Polycolor Maimeri банка	1	Живопись-Акрил стандарт - Polycolor Maimeri банка	15347	92081	0,499	45972,51948523251	0,11538461538461539	2. Энтузиаст
54	4. Потерянный клиент	2. Важный	1. Действующий	Известный клиент	07.11.2022	167328,39999999997	18	15	"АО ""Богатая стена"" ИНН 5057805599"	CL_10691	16.10.2021	85372,25236901043	Графические материалы-маркеры-маркеры	1	Графические материалы-маркеры-маркеры	9885	148272	0,518	76734,07610313156	0,14893617021276595	2. Энтузиаст
99	4. Потерянный клиент	3. Перспективный	2. Приостановленный	Известный клиент	23.09.2022	41819,34999999999	41	5	"ООО ""Правда"" ИНН 46354472922"	CL_10701	16.10.2021	20112,79536719129	Графические материалы-тушь-тубы, банки | Живопись-Акрил студия - художественный  ГлянцевыйГамма европодвес	2	Графические материалы-тушь-тубы, банки	5765	28825	0,483	13924,137695699606	0,02564102564102564	1. Стандартный
27	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	04.12.2022	13739,600000000002	32	8	"АО ""Время"" ИНН 40468436566"	CL_1071	15.07.2021	6622,279556017877	ДПИ-Направления-Лепка-Пластика | Живопись-гуашь, банка/туба	2	ДПИ-Направления-Лепка-Пластика	1574	12590	0,48	6037,472630572822	0,09090909090909091	1. Стандартный
101	1. Разовый	4. Начинающий	2. Приостановленный	Известный клиент	21.09.2022	17469,699999999997	0	1	"ООО ""Мнение"" ИНН 8713578660"	CL_10711	16.10.2021	9103,347948629305	Черчение-Рапидографы-рапидограф | Бумага-Картон-пенокартон | Кисти-Универсальные-Белка | Инструменты-макетирование-Ножи- высокопрочные | Черчение-Циркули	5	Черчение-Рапидографы-рапидограф	10078	10078	0,547	5509,762357460914	0	1. Стандартный
6	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	25.12.2022	19023,75	54	6	"ООО ""Компания"" ИНН 63784935471"	CL_10721	16.10.2021	10484,309580944755	Подрамники, рамы-рамы-неокрашенные без стекла | Основы-Картон грунтованный | Основы-холст на картоне | Инструменты-макетирование-Ножи- для графических лезвий	4	Подрамники, рамы-рамы-неокрашенные без стекла	2196	13176	0,537	7081,709580944754	0,10526315789473684	2. Энтузиаст
22	2. Рабочий клиент	3. Перспективный	1. Действующий	Известный клиент	09.12.2022	26917,500000000007	29	2	"ООО ""Сказочный статус"" ИНН 51012363466"	CL_10731	16.10.2021	14194,329270211818	Живопись-масло-профи-Мастер-Класс ЗХК | Живопись-масло-студия-Студия Гамма	2	Живопись-масло-профи-Мастер-Класс ЗХК	9901	19803	0,524	10373,581119926586	0	1. Стандартный
441	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	16.10.2021	155,2	?	?	"ООО ""Бесконечная система"" ИНН 13084614397"	CL_10741	16.10.2021	75,13	?	?	?	?	?	?	?	0	1. Стандартный
441	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	16.10.2021	12885	?	?	"ООО ""Могучая необходимость"" ИНН 72046220359"	CL_10751	16.10.2021	6461,285104563057	?	?	?	?	?	?	?	0,3076923076923077	2. Энтузиаст
440	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	17.10.2021	5576,5	?	?	"ПАО ""Весомое пространство"" ИНН 24560429196"	CL_10761	17.10.2021	2865,9541363366952	?	?	?	?	?	?	?	0,2	2. Энтузиаст
22	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	09.12.2022	23432,25	45	2	"ООО ""Богатырская безопасность"" ИНН 17432161628"	CL_10771	17.10.2021	13042,50914903978	"Основы-холст на подрамнике-Базовый | Живопись-масло-профи-Мастер-Класс ЗХК | Товары с логотипом ""Передвижник"""	3	Основы-холст на подрамнике-Базовый	8275	16550	0,562	9299,999149039782	0,125	2. Энтузиаст
79	1. Разовый	4. Начинающий	1. Действующий	Известный клиент	13.10.2022	4229,2	0	1	"ПАО ""Безупречное растение"" ИНН 15066260247"	CL_10781	17.10.2021	2010,0339082981213	Графические материалы-тушь-тубы, банки | ДПИ-Направления-Лепка-Пластика | Бумага техническая-калька	3	Графические материалы-тушь-тубы, банки	3162	3162	0,488	1544,7239082981212	0,2	2. Энтузиаст
40	2. Рабочий клиент	4. Начинающий	1. Действующий	Известный клиент	21.11.2022	15220,250000000002	40	7	"ООО ""Тема"" ИНН 13343190949"	CL_10791	17.10.2021	7268,836982373767	Основы-холст на подрамнике-Базовый | Подрамники, рамы-рамы-неокрашенные без стекла | Основы-холст на подрамнике-Студенческий-Смешанный	3	Основы-холст на подрамнике-Базовый	2084	14590	0,477	6956,966982373766	0	1. Стандартный
440	5. Прекратил работу	3. Перспективный	3. Забытый	Известный клиент	17.10.2021	37875	?	?	"ООО ""Неисчерпаемое письмо"" ИНН 24294279464"	CL_10801	17.10.2021	23777,190000000002	?	?	?	?	?	?	?	1	3. Любитель экзотики
534	5. Прекратил работу	2. Важный	3. Забытый	Известный клиент	15.07.2021	145750	?	?	"ООО ""Бескомпромиссный этап"" ИНН 19198157440"	CL_1081	15.07.2021	82592,42818549188	?	?	?	?	?	?	?	1	3. Любитель экзотики
439	5. Прекратил работу	4. Начинающий	3. Забытый	Известный клиент	18.10.2021	16708,25	?	?	"ООО ""Истинный фактор"" ИНН 61218559517"	CL_10811	18.10.2021	11304,4	?	?	?	?	?	?	?	0	1. Стандартный
89	4. Потерянный клиент	3. Перспективный	1. Действующий	Известный клиент	03.10.2022	49624,799999999996	7	2	"ООО ""Зеленое исследование"" ИНН 81042827458"	CL_10821	18.10.2021	26431,331974570912	Литература-Учебные материалы	1	Литература-Учебные материалы	18235	36470	0,547	19959,703574866657	0,05714285714285714	1. Стандартный
